date,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,precipitation_hours,sunshine_duration
2025-11-17,3.0,2.8833334,5.7,0.4,0.0,21.49851,0.0,14629.318
2025-11-18,71.0,2.9416666,5.0,1.15,2.0,17.23964,7.0,22729.668
2025-11-19,75.0,1.9166666,3.75,-0.25,7.699999,18.64543,17.0,0.0
2025-11-20,0.0,-1.30625,1.55,-3.55,0.0,12.125642,0.0,28706.812
2025-11-21,3.0,-2.0729167,1.65,-5.35,0.0,10.041354,0.0,28637.213
2025-11-22,3.0,-2.9291666,0.25,-5.2,0.0,13.830749,0.0,23961.852
2025-11-23,73.0,-0.13541667,2.8,-4.2,0.70000005,17.835447,2.0,15669.591
2025-11-24,3.0,1.4083333,3.3,0.05,0.0,8.936778,0.0,3376.2336
2025-11-25,3.0,1.3208333,4.6,-0.95,0.0,15.156386,0.0,15495.081
2025-11-26,3.0,2.0958333,3.9,-0.3,0.0,15.5395355,0.0,18776.63
2025-11-27,51.0,4.785417,5.8,3.65,0.6,13.306615,5.0,0.0
2025-11-28,55.0,6.1562505,7.5,5.1,1.8000002,12.96125,5.0,0.0
2025-11-29,53.0,6.004167,7.9,4.45,0.90000004,13.036026,4.0,13411.815
2025-11-30,3.0,3.5083332,6.1,1.35,0.0,11.705537,0.0,22805.842
2025-12-01,3.0,0.9375,4.2,-0.75,0.0,13.54911,0.0,27914.281
2025-12-02,3.0,1.8854166,3.85,-0.75,0.0,10.34178,0.0,18041.6
2025-12-03,3.0,1.6687503,4.1,-0.35,0.0,12.108261,0.0,23736.357
2025-12-04,53.0,3.2458327,4.35,2.05,3.0,9.984729,9.0,0.0
2025-12-05,3.0,2.2020833,4.35,-0.15,0.0,13.6063795,0.0,6263.4717
2025-12-06,51.0,5.7208343,9.05,3.65,0.2,12.882267,2.0,25895.436
2025-12-07,55.0,9.781251,12.7,5.6,5.6,17.134071,10.0,21284.832
2025-12-08,55.0,10.939584,11.7,10.05,5.3,15.413928,16.0,0.0
2025-12-09,51.0,10.052084,11.45,8.5,0.70000005,15.602999,4.0,165.79697
2025-12-10,3.0,8.637501,10.25,6.1,0.0,16.59225,0.0,10111.108
2025-12-11,3.0,4.479167,6.15,2.7,0.0,12.304682,0.0,26568.871
2025-12-12,3.0,5.554167,7.9,3.15,0.0,13.282243,0.0,72.101326
2025-12-13,3.0,4.6958327,6.8,3.4,0.0,13.466357,0.0,6846.279
2025-12-14,3.0,4.235417,6.4,2.85,0.0,13.709573,0.0,26664.219
2025-12-15,3.0,2.5416667,5.1,0.8,0.0,11.161451,0.0,25780.463
2025-12-16,3.0,0.6145833,4.05,-2.05,0.0,11.351422,0.0,25180.643
2025-12-17,51.0,5.183333,8.7,2.1,0.1,15.158522,1.0,25220.107
2025-12-18,51.0,6.7291665,9.15,4.65,0.2,15.517629,1.0,17270.568
2025-12-19,51.0,6.2625003,7.9,4.0,0.4,9.726664,3.0,6883.712
2025-12-20,3.0,6.095833,7.05,4.9,0.0,14.221139,0.0,0.0
2025-12-21,3.0,3.1291666,4.8,1.4,0.0,14.77755,0.0,0.0
2025-12-22,3.0,1.8166666,2.6,1.05,0.0,19.017065,0.0,7990.5664
2025-12-23,3.0,-2.6020834,1.15,-6.0,0.0,15.22783,0.0,9083.153
2025-12-24,3.0,-7.0354176,-4.3,-9.15,0.0,12.849528,0.0,26059.549
2025-12-25,3.0,-4.6291666,-0.85,-8.6,0.0,6.162207,0.0,16285.111
2025-12-26,3.0,0.32083338,3.45,-1.45,0.0,17.616106,0.0,0.0
2025-12-27,0.0,-0.5958333,1.75,-2.15,0.0,15.577022,0.0,26727.162
2025-12-28,53.0,1.7229167,3.8,-2.0,0.90000004,24.149532,3.0,11195.621
2025-12-29,73.0,-0.27708337,2.2,-1.75,0.6,19.513195,2.0,25292.11
2025-12-30,73.0,-0.11458343,2.75,-3.7,2.4999995,17.758074,11.0,0.0
2025-12-31,73.0,2.2395833,2.95,1.5,1.9,24.795612,8.0,0.0
2026-01-01,73.0,1.3145834,2.5,0.1,4.0,24.84065,13.0,0.0
2026-01-02,75.0,-0.55833334,0.85,-1.75,7.3,22.460365,14.0,0.0
2026-01-03,71.0,-2.7437499,-0.4,-5.15,0.4,27.497614,3.0,26585.098
2026-01-04,3.0,-3.3041666,-0.2,-6.35,0.0,13.213765,0.0,26117.562
2026-01-05,71.0,-5.477083,-2.6,-8.8,0.1,9.997699,1.0,6699.461
2026-01-06,3.0,-6.18125,-3.2,-8.9,0.0,15.459054,0.0,27080.55
2026-01-07,3.0,-7.6125007,-4.1,-11.2,0.0,13.443481,0.0,12200.725
2026-01-08,73.0,-7.037501,-4.55,-9.45,1.5000001,22.936407,10.0,0.0
2026-01-09,3.0,-5.3979173,-1.15,-7.75,0.0,22.505037,0.0,14400.0
2026-01-10,3.0,-6.464584,-3.45,-9.1,0.0,19.026434,0.0,27607.602
2026-01-11,71.0,-7.0937486,-1.15,-12.85,0.5,15.472672,4.0,0.0
2026-01-12,55.0,0.6520833,2.55,-2.3,3.1,13.841286,6.0,13513.105
2026-01-13,61.0,2.9499996,5.6,0.2,3.6,16.904673,6.0,4775.4253
2026-01-14,3.0,2.1708333,5.6,-0.5,0.0,12.855831,0.0,15344.352
2026-01-15,3.0,3.1666667,6.9,0.5,0.0,14.796175,0.0,25322.842
2026-01-16,3.0,1.1937499,3.0,-0.3,0.0,14.810401,0.0,0.0
2026-01-17,2.0,0.93749994,3.65,-0.85,0.0,15.926694,0.0,27984.879
2026-01-18,0.0,0.0895833,4.3,-2.55,0.0,16.831684,0.0,28319.018
2026-01-19,0.0,-1.7687498,1.1,-3.8,0.0,13.864674,0.0,28331.504
2026-01-20,0.0,-3.2874992,0.85,-6.45,0.0,9.299225,0.0,28809.713
2026-01-21,1.0,-4.0166664,-0.95,-6.7,0.0,10.081606,0.0,28824.99
2026-01-22,3.0,-5.8249993,-4.3,-7.6,0.0,14.275713,0.0,7472.5996
2026-01-23,3.0,-3.3479166,-1.95,-4.6,0.0,13.864674,0.0,0.0
2026-01-24,71.0,-2.43125,-1.2,-3.4,0.1,14.411245,1.0,0.0
2026-01-25,61.0,-0.7375,0.75,-2.0,9.0,17.892578,9.0,0.0
2026-01-26,71.0,-0.8125,0.9,-1.85,0.3,6.1226463,2.0,14706.203
2026-01-27,3.0,-0.47291663,0.95,-1.6,0.0,16.394829,0.0,3471.1704
2026-01-28,3.0,-1.3395833,-0.55,-3.45,0.0,17.085785,0.0,708.4717
2026-01-29,73.0,-2.7145834,-1.3,-4.0,2.7,16.607864,15.0,0.0
2026-01-30,71.0,-4.3374996,-1.9,-6.35,0.2,17.393066,2.0,1901.8855
2026-01-31,3.0,-7.152084,-6.3,-8.05,0.0,16.478603,0.0,0.0
2026-02-01,3.0,-8.697917,-7.4,-9.95,0.0,18.379402,0.0,33.816605
2026-02-02,3.0,-7.0479164,-5.25,-8.85,0.0,19.460823,0.0,17348.492
2026-02-03,73.0,-5.8020835,-4.65,-7.45,1.7,14.944336,5.0,0.0
2026-02-04,73.0,-3.4666672,-1.65,-5.75,6.7000003,19.898752,16.0,0.0
2026-02-05,53.0,0.24166663,1.75,-1.5,2.7,13.5012,12.0,0.0
2026-02-06,51.0,1.2166666,2.9,0.35,0.4,8.37532,4.0,0.0
2026-02-07,71.0,0.37291667,1.05,-0.4,0.5,9.0018,5.0,0.0
2026-02-08,3.0,0.15416665,1.55,-0.7,0.0,13.040997,0.0,0.0
2026-02-09,51.0,1.4145833,4.4,-0.1,0.2,13.363711,1.0,21393.555
2026-02-10,51.0,4.122917,8.2,1.85,1.8000001,12.172312,10.0,12233.371
2026-02-11,61.0,5.2000003,7.9,2.95,10.199999,18.258247,17.0,0.0
2026-02-12,73.0,0.9958334,2.85,0.25,4.3,20.991426,15.0,0.0
2026-02-13,71.0,-0.010416667,1.05,-1.55,0.3,12.466867,3.0,0.0
2026-02-14,3.0,-2.3083332,0.05,-3.85,0.0,14.565548,0.0,31115.34
2026-02-15,71.0,-3.8062496,-2.05,-5.0,0.8000001,20.821728,7.0,0.0
2026-02-16,73.0,-2.460417,-0.85,-4.1,1.5,9.47012,6.0,9624.043
2026-02-17,71.0,-2.2125,-0.35,-4.9,0.70000005,9.0,6.0,3154.5493
2026-02-18,3.0,-4.316666,0.15,-7.75,0.0,12.800266,0.0,31733.871
2026-02-19,3.0,-3.741666,0.55,-7.95,0.0,16.276815,0.0,30799.346
2026-02-20,71.0,3.8895838,8.4,-1.8,2.2,20.917982,11.0,10800.0
2026-02-21,61.0,7.285417,10.2,3.8,10.000001,20.596436,18.0,0.0
2026-02-22,61.0,7.0208325,10.6,3.8,5.6000004,23.088463,13.0,25093.004
2026-02-23,51.0,5.7312503,8.2,3.25,0.8000001,17.161469,5.0,16721.969
2026-02-24,3.0,4.6270833,9.2,0.1,0.0,12.906138,0.0,32708.121
2026-02-25,3.0,7.0645843,13.6,1.95,0.0,14.003029,0.0,36637.195
2026-02-26,3.0,10.889584,17.5,5.8,0.0,13.229694,0.0,34739.117
2026-02-27,3.0,12.183333,17.7,8.0,0.0,17.065859,0.0,36389.92
2026-02-28,51.0,8.027083,10.9,5.1,0.1,17.950432,1.0,37544.957
2026-03-01,3.0,6.922917,13.8,1.95,0.0,10.934166,0.0,36388.168
2026-03-02,3.0,7.195833,14.8,1.35,0.0,7.5599995,0.0,38200.945
2026-03-03,1.0,5.872917,10.5,2.25,0.0,10.897063,0.0,38706.15
2026-03-04,0.0,4.4687495,11.55,-0.85,0.0,11.53265,0.0,38815.836
2026-03-05,0.0,6.5062504,14.5,0.35,0.0,11.385622,0.0,38925.42
2026-03-06,3.0,8.177083,16.3,1.75,0.0,9.9408245,0.0,39034.895
2026-03-07,3.0,8.391666,14.45,3.9,0.0,13.779114,0.0,33966.887
2026-03-08,3.0,8.525,14.9,3.05,0.0,12.503199,0.0,37450.02
2026-03-09,3.0,8.78125,15.25,2.85,0.0,7.689603,0.0,39362.348
2026-03-10,51.0,10.958333,16.0,7.1,0.4,19.171478,2.0,33170.52
2026-03-11,51.0,9.502083,12.95,5.85,0.4,16.208996,3.0,39579.637
2026-03-12,3.0,9.795833,15.2,4.8,0.0,23.39792,0.0,36271.957
2026-03-13,53.0,9.529166,13.95,5.3,1.2,18.42166,4.0,17560.553
2026-03-14,51.0,5.6812496,7.25,4.4,0.6,9.743304,5.0,0.0
2026-03-15,73.0,4.889583,8.1,3.05,5.2,23.16412,8.0,27631.45
2026-03-16,3.0,5.11875,10.35,-0.05,0.0,11.074022,0.0,40720.195
2026-03-17,3.0,6.285416,12.75,0.4,0.0,10.234705,0.0,41405.07
2026-03-18,3.0,7.525,13.85,1.25,0.0,7.6642804,0.0,41711.43
2026-03-19,51.0,7.3854165,11.05,4.8,0.3,11.165805,2.0,31000.252
2026-03-20,51.0,6.5083337,10.15,4.05,0.3,12.304682,2.0,28383.902
2026-03-21,0.0,7.2125,12.95,1.75,0.0,12.682018,0.0,42607.7
2026-03-22,3.0,8.552083,14.8,3.15,0.0,7.486788,0.0,42746.227
2026-03-23,3.0,9.98125,15.35,4.5,0.0,16.928614,0.0,22500.002
2026-03-24,53.0,9.885417,12.25,5.5,1.0000001,28.710987,5.0,16109.925
2026-03-25,53.0,4.4062505,7.3,1.65,1.6,18.903427,7.0,42174.918
2026-03-26,3.0,3.4187498,7.6,-1.2,0.0,12.7279215,0.0,24669.72
2026-03-27,51.0,4.822917,10.35,0.65,1.1,14.345898,5.0,26638.152
2026-03-28,51.0,5.5729165,8.75,2.15,1.0000001,14.848635,7.0,36612.02
2026-03-30,71.0,5.2062497,7.7,3.25,4.3,19.05281,14.0,1536.4053
2026-03-31,71.0,5.035416,9.45,2.0,2.8,17.22836,9.0,31534.812
2026-04-01,2.0,5.3770833,11.15,-0.75,0.0,8.936778,0.0,44044.133
2026-04-02,3.0,6.160416,11.65,0.2,0.0,9.2660675,0.0,43200.0
2026-04-03,3.0,7.120834,9.45,4.65,0.0,14.607751,0.0,33527.723
2026-04-04,53.0,10.979168,14.3,7.65,1.4,20.933464,4.0,34770.3
2026-04-05,51.0,11.741666,17.45,7.6,0.3,25.216064,3.0,20459.648
2026-04-06,51.0,8.691667,12.55,5.4,0.6,27.201448,3.0,45319.67
2026-04-07,3.0,7.0125003,12.85,1.6,0.0,17.968472,0.0,45036.547
2026-04-08,1.0,6.720833,13.1,-0.5,0.0,14.387619,0.0,46245.15
2026-04-09,3.0,5.75625,10.95,0.25,0.0,11.48761,0.0,46137.16
2026-04-10,3.0,4.702083,9.1,0.9,0.0,12.904882,0.0,16941.672
2026-04-11,3.0,7.18125,13.6,0.05,0.0,17.504478,0.0,47170.59
2026-04-12,51.0,8.318749,9.65,6.5,1.0000001,17.673029,9.0,0.0
2026-04-13,53.0,10.366668,14.35,7.6,0.9,19.9954,5.0,5667.838
2026-04-14,3.0,11.008334,13.8,8.65,0.0,14.897651,0.0,11542.18
2026-04-15,3.0,10.35,16.6,3.3,0.0,8.338489,0.0,48110.195
2026-04-16,3.0,13.802083,19.8,7.65,0.0,10.609316,0.0,45548.293
2026-04-17,3.0,14.225001,20.25,7.3,0.0,13.379461,0.0,49787.734
2026-04-18,3.0,15.229165,21.6,7.8,0.0,10.472535,0.0,41134.047
2026-04-19,63.0,11.277083,16.9,4.55,24.9,27.360592,13.0,23872.836
